,author_name,review_date,reviewer_ratings,review_body
17,shortcxke,"December 20, 2019",5,"It’s good. Not perfect, but good enough. Just be smart and don’t click on random links, don’t give away your password to anybody, don’t accept suspicious links even from your friends unless it’s 100% sure that it’s your friend who messaged you. There are many cases that people are “hacked”, when in reality they just gave away their password. I’ve been using the Internet since I was in 3rd grade and i’ve never been hacked. I’m in college now!"
18,Homanomana,"February 8, 2020",2,"Little details make a big difference Here recently videos have started displaying this keep watching button right in the middle of the video. If I’m just scrolling through my newsfeed and want to watch a video in it’s entirety then I should be able to do that!! Not only that but then I also have to deal with the ads in the video too! It’s frustrating and makes the app not very enjoyable to use! Also, the back/forward arrows on a webpage need to be put back where they were at the bottom of the page. It’s too easy now to hit the X button to close a webpage when all I really wanted to do was go back a page. Very frustrating when you’ve been looking at something for a long time only for it to close and then the newsfeed refreshes and you’ve lost the link you were looking at originally. None of the other apps (Pinterest, Instagram) do this. Their back/forward buttons are at the bottom of the screen, away from the “X” button so you don’t risk closing your page. It’s little thing like this that make or break an app. And right now Facebook, you’re on the verge of falling apart."
19,Allymations15,"November 30, 2019",2,Seriously? Okay so well I love the app. I get to talk to my family and join groups specifically the ones about animals and anime’s I like/have. 
20,asmileforjenna,"April 8, 2018",1,"Nothing loads anymore... When I open the app I can only see a handful of posts from days ago. When I scroll to the bottom, the app doesn’t load any more posts. Refreshing does nothing. I don’t get any error messages. On the posts that do show up: 1. comments don’t load at all 2. videos freeze after max 10-15 seconds 3. when I react to or comment on something it never actually posts it; next time I load the app and see the post I commented on, my both my comment & reaction don’t show up. "
21,cevans172,"August 18, 2018",3,"Nothing loads anymore I’ve been a faithful Facebook user for years. It is my go to social media platform and I love it. However for the last couple months I’ve noticed it won’t load random things. Images, comments, and video will stop loading if I’ve been scrolling for a minute or two. Sometimes I’ll be just hopping on and comments won’t load for something. It doesn’t matter if I’m on WiFi or data. I’ve even gone as far as to uninstall it and reinstall it twice this week, which worked for that night and stopped the next day. I never used to have this problem until after I got the iPhone X. My husband just switched phones to the iPhone X like me (got mine on Mother’s Day) and now he experiences it too, and we have friends who say they noticed it as well on this phone but when they switched phones, it was all good. Is there possibly a compatibility flaw between Facebook and the new iPhone? I hate not being able to use it like I used to. Hopefully this can be fixed so we can keep using it."
22,Tootsdm,"September 4, 2018",1,Most frustrating app ever I have been a holdout since Facebook started. I finally gave in so I could see what was going on with family.  This has been the most stressful annoying experience ever.  No tech support while developer Mark is a billionaire.   I also several times a week only have about 6 items and the feed ends.  Log out and back in. Did setting for a couple people to be on the top of my feed.  Never are.  My daughter is trying to Like things and gets a ‘this action is blocked ‘ reply and tells it 20 times that it’s a mistake and then it happens again.  Then it locked her account.   Then you have to identify 5 people who are friends to convince FB that you are still really you.  Then she had to change password two different times in two days and she’s an expert at this app.  Ruining my vacation trying to post our things and encounter glitch after glitch.  Oh log out AGAIN!!!! Try AGAIN!!   By the volume of all these crappy reviews I would think the boss would want to fix these bugs and actually be an above standard app.   Guess you don’t care anymore once you get really rich.   Hate this app.
23,TamaraMonkey,"September 5, 2018",1,"Unwanted sounds. Huge unusable app. I kept hoping Facebook would stop switching in app sounds back on and that they would also do away with trying to force me to create a passcode, but the undoing of my preferences by the app has become relentless. I have to switch off the app sounds daily. It’s obnoxious! I never wanted them in the first place. How many times will I have to inform the app that I want the sounds shut off for good? It is unpleasant to hear cheesy clicking and clacking sounds as you simply move from post to post on Facebook. Horrible idea."
24,Xavier Wolfen,"April 1, 2020",1,"Not worth it, borderline violates freedom of speech They’re run almost completely by bots it seems and you can be banned from posting for the most ridiculous things. Wasn’t like this before, but either they’re under new management or their bots are now hypersensitive. I didn’t even get told what I did wrong, only that I posted something offensive in one of the many groups I’m in (I’m in a group for people to share offensive opinions, so yeah I’m going to post something there that may be construed that way because that is what that group is for!) and that I’m blocked from posting until April 1. April 1 came and I tested it out, still blocked until 8:22 the morning they said. It’s 8:58 now and I’m still blocked, but no explanation this time. I’ve had posts taken down before that don’t break any laws or advocate breaking any laws, but are simply funny memes that I share to specific groups so I don’t offend anyone who is outside of that group and not wanting to see it. Even been banned just for posting my opinions, no threats, no attacking people, just operating my right to freedom of speech! They shouldn’t call themselves a public platform if they can’t uphold the rights of the public."
25,Sarikay1994,"January 17, 2020",1,"Buggy in the app, buggy in the browser, just can’t win. I use my iPad exclusively for managing a business page on facebook. IT IS INFURIATING. Nothing works properly. The app skips around, comments don’t post occasionally, and the worst is trying to dig through a whole post to find where someone has tagged me in a comment. For some reason, notifications don’t bring me to the tag or reply, it just sends me to the general post or group and I have to DIG for it. It’s a huge waste of my time and a hinderance to my business. Then, in the browser, it inserts double spaces every time I hit the space bar. This is a confirmed Facebook problem, not the fault of Apple, safari, or chrome. It is the same across all browsers. Some have theorized that this is so facebook can force you to use the app, where they have more room for advertising, but THE APP DOESN’T WORK EITHER. If I was not dependent on Facebook for my business, I flat out would not use it. It’s terrible. Terrible platform, terrible apps, terrible algorithm codes. You’d think a multi million dollar company would at least be competent enough to resolve the double-space issue in the browser. Ridiculous. FIX IT."
26,DuckieDeb,"November 22, 2019",2,"Learn How to ""Keep it Sold"" Updated review Nov 2019. Stop messing up the app. Fix the bugs, but stop tweaking it. Once again, when I go to Groups, I know longer see the Groups I belong to. This feature has gone away before; I reported it and it was restored. Now, after the latest update it’s gone again. "
27,Tazzie637,"April 3, 2020",1,"Um, what?! I have an idea!! Instead of pretending your app is perfect, how about make a place where people can actually report issues with the programming?? Like false information!! If I put someone on ignore and have their messages go into the spam folder, why can they still call me thru messenger?? Why am I getting the notification that they are calling when it clearly states they will NOT be able to call?? Fix that.. Also, I loathe that when I pause a video and put my phone down, the video starts playing again.. That makes absolutely no sense at all.. Why have a pause button?? It seems like the “updates” that happen every two weeks are just adding more minor inconveniences and prohibiting more and more options, like changing your name.. Also, why are people I have on my blocked list placed on the list of people to share posts with?? I went to share a post on a specific persons page and two people I have on my blocked list were on that list of people to share with.. WHAT?! Makes so sense!! Please fix the real issues and stop adding garbage to the app.. Sound good?? You have the resources, your facility is huge enough.."
28,yainara,"December 23, 2019",1,"Worst App ever I am literally hating facebook so much! Every update to “make facebook better” is a scam! Everything gets changed every 2 week and that’s not to mention such a trashy algorithm. For starters I am being charged $25 on my new page for ads when I have never run an add on this page. However it still telling me my card is not going trough and I’m just soo confused as to why am I being charged, thankfully I have never put down my card information. Tried contact them and see why it’s saying I owe $25 dollar but no response... customer service is just trash and non existent. Every time I upload a video or a prerecorded storie it takes several hours and sometimes days to actually upload ... that’s ridiculous!! "
29,Keetgi,"February 3, 2020",2,"Updating the App into Uselessness I am a member of a lot of groups and rely on my email notifications to decide which posts to actually read and which to ignore. Unfortunately, FB made that impossible several months ago when, during an update, my email notifications suddenly became two lines instead of the full post. I’m assuming that was to force me to visit FB more often. What’s worse, is that in a recent update, when I click on the “view on Facebook” button in the email notification, instead of taking me directly to the post I want to read, FB now takes me to a random video in the FB watch tab. Presumably to get me to watch more videos. But all it’s doing is frustrating me to no end. Now, the latest, is when I manually try to find the post I want to read by looking at my notifications tab, the post doesn’t show up until I refresh the group page, which never used to be the case. It is all a downward spiral that makes me wish I could just stop using FB and try something else. Stop updating the app to make it less convenient for users!"
30,Spotteddog367sweet,"December 12, 2017",1,"Facebook sometimes listens to my cell phone calls A few times I have been talking to friends on my cell phone about a product a friend likes or I like. Minutes later I see ads for the same product. One time a friend said she would like one of those walk in bath tubs because she was afraid of falling. I hung up the phone and checked my Facebook wall only to find an ad for the walk in tubs AND for one of those ""I've fallen and I can't get up"" services. Facebook searches through my private address book and suggests that I might want to ""friend"" people they find. There is so much fake news that shows up on my wall. Some of the ads are so obviously fake and they show up everywhere on FB. Ones about alive celebrities where the ad says so and so died and no one knew she died. Others that say things like Joy Behr is quitting the View because she uses a certain face cream. Our president spends all his waking hours lying to the American public. I don't want to be bombarded with more lies. I wish I could trust Facebook. I like being in touch with friends of my choosing. I don't like being manipulated by Facebook. They are very invasive."
31,Rk1990312,"April 30, 2018",4,"Duplicate names and fake accounts First of all this app is good.. but i dont know why i think that i still miss most of my friend’s post. And about duplicate fake accounts. I think Facebook needs to implement a system that avoids the use of Same names . Because personally i even found one of my photos being uploaded to someone’s timeline.. Even though that didn’t annoyed me.. But facebook should provide strong control over the user’s photo.. so that i wont be downloaded in other devices. Even though some of pic may be screenshot. Facebook should also implement a system like face identifying AI to identify the use of multiple photos of same user over different account. I mean to say to have new kinds of notification and alerts if some . Even if some people decide to make backup account their previously used mobile number to verify, the creation of account of same user allowing to upload the photo signifying its really the same guy..."
32,Craigbiz,"May 6, 2018",1,"Privacy Wanted I am a very private individual. I keep my friends list very limited to under 20 people tops (mostly family and not even friends & co-workers) so that I can share video and photos with them about life events. I also post news commentary. I know about the NSA thing with Snowden. This is not what has upset me. Now, Facebook is publicly threatening that instead of just the algorithm and a relatively small team of content curators based out of Facebook's HQ, they are planning to hire an army of up to 20,000 human content police! I have real fears that one of these 20,000 strong may end up being a nosy neighbor down the street. I don't like the idea of having 20,000 people capable of seeing my posts that I don't even know who they are. The NSA is in Maryland, Facebook is in California. I was not worried about people from either of those groups being a neighbor living next door to me that I do not want to have access to my information! I am very weird in what I post (ufo stuff). Im sick of having to worry if my neighbor might happen to be a Facebook mod, like those in the website Nextdoor in which I am constantly tearing up snail mail invites for."
33,Bug 🐞👱🏻‍♀️,"June 18, 2018",4,"Facebook review customer comments. I am 51 years old I am totally disabled and in a wheelchair and I am on a fixed income as we all of you know, and thanks 4 making it harder now why,because"
34,Raerae8513,"July 3, 2018",1,"So many issues with the app 7/3/18 new review: I can’t go 5 seconds without this app kicking me out of it. Also, what happened to the feature where when you went to post a pic, if you tapped and held the pic you could edit it before posting? Seriously over this app. I’m about to delete it and just use safari, because it’s got so many issues and just not worth it anymore. I now have the 8 plus and have had nothing but issues since I updated the other day. "
35,kayknit2,"July 4, 2018",1,"Blacking out of Facebook while trying to access since iOS 11.4 update I’m reposting as this blacking out of Facebook and/or not being able to get feeds is just maddening, to say the least.  Even after system rebooting and deleting Facebook and reinstalling and working w/Apple this problem continues, as a matter of fact this post has taken me 3 times in order to complete my typing - please advise!  I’ve even written Facebook but have not gotten a response. 😡 Oh and yes it happens on my iPad Pro, so it has to be Facebook after the new iOS update to 11.4."
36,Desiwhit,"May 6, 2019",1,"My account is hacked, FB will not help I have now lost all my FB access as I can not be recognized by email or searching to find my account by name- I have circled for two days the HELP CENTER they tell you is the ONLY MEANS OF SUPPORT as they do not offer ANY SUPPORT whatsoever for this app. I tried notifying them in the beginning my account was being messed with as I had messages being posted through messenger Sending out porn spam to my friends, and then the next morning after hours of trying to loop the useless help info which all circles to the same pages of information that DOES NOT HELP if you have NO access!!!!!!! My account is now inaccessible to me. I HAVE TWOOOOOOOO BUSINESS PAGES linked to this profile which I have NO ACCESS TO anymore and NO HELP! How can FB be a multi billion dollar company and have “the best hackers and technical security” and yet HAVE NOOOOO AND I MEAN ABSOLUTELY NOOOOOOOOOOOO HELP to recover a hacked account. Now my businesses suffer as well as all of my pictures and personal info GONE! "
37,Put it back!:(,"December 26, 2019",2,Facebook please listen Facebook would be 100% more comfortable in my opinion if the messaging system was in the ACTUAL Facebook app. I mean come one think of storage??? Also it’s just annoying every time it takes me to the other app. It’s just as acting like Snapchat and it doesn’t do the best job. I would also recommend having the settings be a little more comfortable and less confusing for everyone thank you. I would also recommend NOT having soooo many “suggestions” it’s so annoying and it’s so crowded. I would also like my feed to NOT RESET every time. it is VERY difficult to find a post when almost nothing is in order and TOO MANY suggested posts appear!! I would also like an option to be able to delete EVERY SINGLE post. It would also be MORE comfortable(in my opinion)to have the RESHARED POSTS be on a different category to posts I ACTUALLY made. Because seriously it doesn’t make sense!!! My feed is a mess and honestly idk if it’s because I haven’t been on the app much but please being on the app is sometimes is irritating. Thank you have a great day.
38,flipfoster,"March 6, 2020",1,"Totally biased towards Christiansen’s and Jews Facebook will totally let left wing liberals and Islam make threats, say and do whatever they want towards Christians and Jews but if you make one comment about them back facebook will take it upon themselves to block you thirty days for a comment saying that you are inciting hate speech and not following their  Community standard. Facebook is also taking it upon themselves to prevent non muslim conservative Christians, Jews and just run of the mill infidels their first amendment rights to freedom of speech."
39,22glam,"March 2, 2020",4,"Many issues I have stopped receiving email notifications from comments on Facebook, today I got an email that was clearly not for me on my gmail account that someone is trying to hack into my account! There has to be more security on Facebook this is unacceptable! I have changed my password twice and have two factor authentication on but that doesn’t stop people from trying to hack this was to an Indian guy but sent to an account I never use which is clearly a scam! Now I’m only receiving some on screen notification but not in email at all. That’s ruins the experience of Facebook doesn’t it? Apple refuses to help me and endless requests to Facebook with no responses. I feel very helpless I cannot fix how this app works clearly if I have issues it’s facebooks responsibility to help me, please. I have  family overseas and want to add them as friends but cannot due to a severe scamming issue and not receiving emails from Facebook! Help...thanks"
40,Mr.stevie1000,"November 22, 2017",1,"Marketplace searching Facebook is single handily creating the fastest way to destroy there user base.  Every time the app updates it might ""fix"" one thing but breaks another.  I am tired of there ""fixes"" apparently there is not testing department there anymore they use the public to test.  The marketplace searching now stopped working with the latest update.  Does not matter what I search for nothing shows up no matter how far out I look.  I can see the items and search for the title of the items I see still nothing.  The recent posts I want to see what happened with my friends since the last time I was on and that is a total joke.  It worked perfect then they ""fixed"" that also maybe so they could put more adds on my wall or something but either way all it is doing is driving there users away in droves.  I have started to follow my family and friends on other apps because so many of them have chosen other paths for there social media.  Facebook you had the keys to the kingdom but just as my space is gone so shall you if you don't start to listen to your reviews and users!"
41,dhudjebs,"September 7, 2018",1,Recording you with your mic for selling ads No messenger either First of all I have checked and rechecked all my settings extremely good at knowing what setting are set at. Also I have no Facebook messenger on my phone. I always been skeptical when people told me Facebook was recording them without their permission to advertise something and told them it’s their “Kroger card” grocery store they get a discount card on a deal that Kroger can send Facebook their receipt. That’s not it! Until it happened to me! I have never purchased or looked up sudifed online or anything like it even Tylenol or anything else online  pain reliever in my life. One day at work I had a headache and asked my coworker for sudifed and and she mentioned the word and then I did that was the only time we ever talked about it and sure enough I check my FB 24 hours later like everyone else within a day or two and as pops up “Sudifed extra strength” very next day remember I have never bought or looked this up I never needed to. Why does Facebook have access to our mic when it’s not in iPhone setting showing they have permission? They lied!
42,dog.mom.af,"November 4, 2018",1,"I hope I’m not the only one complaining. I’m not sure what’s going on but for about a month now I’ve been having this issue where I can watch a video and then it stops halfway through and shows the play button. When I press the play button it starts over about three seconds before the video stopped and then does it again at the same point. Not only that,  but my news feed refuses to load anything more than about three status updates or ads and you can’t refresh it what so ever. This is getting incredibly annoying. I don’t know if anyone else is having the same issues but it’s frustrating when I can only see three post from hours ago along with only half of a posted video. Also, it’s not my service because this happens with my data and over WiFi. It’s complete garbage. Another thing is the whole friend suggestions, I get you guys are trying new things but that’s about as annoying as you suggesting that I would like posts in the marketplace that I never even use.  The last update was complete crap and I really hope someone looks into this."
43,dreadgawd,"November 12, 2018",1,Ridiculous at this point(updated) I’m really annoyed that u can get blocked FROM SHARING TOO FAST OR TOO MUCH!!! Literally that’s the dumbest update ever plus it doesn’t tell u how long you’ll be blocked for. On top of which Facebook won’t let me change my name back to my nickname. So ridiculous. It’s a thumbs down for me until developers remove such unnecessary feature. 
44,More like FaceBroke,"November 13, 2018",1,"Facebroke It’s obvious the developers don’t read the reviews here. Otherwise, they’d actually address the problems. People are only able to see a few posts before they can’t scroll any further. Weeks old posts are labeled as recent. Comments on posts either don’t appear, or you have to keep clicking “most relevant” then “all posts” to get them to appear. The flagging algorithm is a total mess. Anyone can be accused of “hate speech” and will be punished for it, even when nothing remotely resembling hate speech was said. Meanwhile, someone can make one racist comment after another, get reported, and nothing happens to them. Pictures showing no nudity or sexual content get flagged for “violating community standards” while pictures actually containing nudity, are allowed to stay. Typing is becoming nearly impossible. The space button either doesn’t work, inserts “.”, or completely changes the typed words into gibberish. Using predictive texting results in more gibberish. I could go on and on. Fix your app/website, before you end up going the way of Tom, and his Space. Because that’s where you’re headed."
45,Dead Kenny B,"November 30, 2018",1,"Junk App Facebook updates regularly and adds or adjusts features but never seems to fix actual problems. Of course, Facebook is feedback-aversive. A new issue has popped up - when you share a post and select “Write” so you can add notes, the predictive text doesn’t work properly. If you’re typing and then click on the completed word and hit space afterward, it actually backspaces and erases the last letter of the word that was just put there. If you don’t catch it and retype the last letter and hit space and start typing the next word, you end up with one long word instead of two. This is is s new glitch that Facebook hasn’t bothered to fix in its many updates since the glitch started. Also now when I open the app, I have maybe two or three posts and it will not scroll down any further. I guess Mark Zuckerburg is too busy helping Trump and fascism to really give a rat’s behind about what’s going on with the app. (You can catch a thirty day ban if you insult a snowflake Republican, but by all means start a white nationalist page that openly promotes sedition because that’s okay according to Facebook.)"
46,Yama Yaka Yama,"January 1, 2019",2,No HD Option for Videos and Bias Censorship is Nuts The only resolution options for watching videos on an iPad Pro in this app are 240 to 480. There is no longer a 720 or 1080 option. The same videos can be set to 1080p in Safari. 
